521788270,511252822,224323675
862725399,287508307,172200989
53943973,995856300,52811434
53297907,695160422,380125827
153339243,479109371,16936608
780734376,644762561,221349148
443228299,56103665,761702455
206660127,946282724,309640419
89510953,28227878,72042367
649598671,77900052,432871007
378116207,717196763,923655422
721428987,877946423,852889636
953811553,159071499,58093956
790823753,238044705,195307258
986517652,118684513,793555736
612540789,19536787,224831447
621049252,86904453,594191512
240090430,758740363,924771553
307838057,275427498,402419497
849423681,734180001,727931713
411100093,63426153,146059836
530498011,116305995,707835395
296170796,212293163,226294614
938853462,503202794,405697896
955567903,770772782,150837048
286426492,903885841,211874985
621777771,129681025,162232808
337378297,731252818,98786425
209038034,612256083,906136326
533442260,708767068,776514265
216690769,866872461,551363528
206669375,75576574,97709247
165260214,892358998,358032808
777075628,199743431,417314811
632776985,992973889,805924969
210614443,758497680,874101906
636401171,274737247,444559001
579728879,780101076,937073698
165952374,980706534,587473577
523596865,449891653,857698628
286359744,953254460,302085377
635900798,857552379,436243417
749650277,859374993,740994432
907977330,845533994,571324981
587911624,915437658,485369992
781386921,605879081,214960035
268051751,445497911,24878553
121042809,777687649,900014840
770415144,522167845,224081069
368024058,722189251,982409190
781072079,706763969,887884214
802067473,592882940,996961304
547070778,299858411,742172664
749797228,688797445,752564097
259404861,890293597,517131166
1255915,402650081,874962735
272561618,288716496,219526489
175839207,113514276,409059530
838269041,16612134,987571871
842355882,538796389,860811447
532710386,645067358,775985083
491314223,427461569,629151809
89607345,821502840,236067348
525843896,751996515,863816904
780209242,756607065,21887866
491543160,132928261,850252912
240762734,600234270,415724911
270423640,882582260,649990238
139161195,815477634,965637586
151659,972023300,290166877
338444475,859414121,975927918
866852083,684964442,315153985
791231402,876301701,126108700
766002702,128228235,254059744
749851867,12470177,300315800
746097899,848286309,143756465
240347767,819754113,719563509
460251209,779653950,478196481
325618948,17138544,609577584
637438300,759244359,327688540
156737170,566192663,615946220
147240894,264402430,682031679
218111006,115163457,886959735
667927881,132232112,863741273
653501540,136102091,493921425
711341184,448750017,174185568
818513998,757423570,858075728
738889022,417508117,327556637
341014726,152487168,243201089
116731005,82149939,606510879
331518757,705117921,617207375
422352035,287188907,339471801
836069595,49896941,381382097
992721911,562563465,157388109
816444883,714921124,708073346
622118270,915083801,695090000
161272436,146570350,163792397
697443235,588914909,68521157
180366347,172347294,169839363
829524038,114352011,33366458
363666382,429234772,681229192
612849786,927204668,404916700
337996568,874905904,257155047
157006623,547846098,12928739
958974280,861334190,538681195
678081537,164417900,162457461
73732968,612640293,894103037
345418809,296279709,937965267
250910541,166562363,601460739
26562773,254794415,197004581
785715813,219953800,78694696
931369806,360541612,90060894
40798101,891156732,253265565
482980156,971461774,235195667
694582084,113732241,798780968
227098923,223878104,439904624
184216595,356815366,990700753
7693667,127094986,613140096
472593528,59569370,804699140
227965582,636146150,261195141
153396545,391765719,572311894
127656718,66772512,116087495
420754137,546262442,779728965
456125447,161048120,874774856
954672790,591371488,714710065
266998320,230908282,851097252
909167369,989694166,556951188
413009998,454271825,751694034
968862165,876228921,971181255
362944312,681942460,218414452
562783068,131906186,734447252
164351670,12564099,718781707
598371366,556745192,991772996
532488563,854009906,375154759
670494952,657467538,609767086
904054992,192775376,613563282
879657129,628232572,593424023
80290505,954203970,237210419
996350977,576315278,77577950
812139414,425255454,642016453
97410431,422177063,872340824
331685399,506201902,927854291
885783342,770005980,132717523
4989648,163257825,426810981
584815150,802882907,200655386
238731658,132624130,699267736
641417534,342794464,208741474
591676987,75923359,292329590
734842729,9461624,746323015
771759223,480785416,931073556
811365985,267712720,837129069
42488471,565106976,763019840
262660730,551374446,677599837
51224283,434967623,620851037
59415568,91089376,665529184
203511641,471355735,168358492
563728545,811939527,867853898
897270977,2785268,545100200
736972085,975035298,440031371
414991178,896796263,557438118
697462295,680275612,855788439
667629952,341729427,624876194
784927855,726936142,111444241
723945184,298340961,542722430
495645782,664101958,245800035
754367649,566340248,31280607
79976233,188052691,518706108
604009207,752210386,109085406
328123217,277242937,878041010
186878653,321200997,880169734
608314088,146052488,464267883
895105364,833046429,285638603
527344526,433545278,580567601
287731049,806224968,331633047
272193505,308750276,395607852
128886225,706290214,409447773
537314042,838952420,65183774
901444189,485386010,237664153
439867271,499520287,276089131
59021971,494233418,389314315
207104181,262125410,882179716
595975897,631426405,240989826
113319982,164119300,644411811
998192058,999072168,430851728
923041356,265092618,129182482
167517099,85274847,149419596
974185243,640093386,30406692
465555838,885392500,735971765
784122171,47207907,707904960
508606334,318021105,485518168
821178199,504638062,154494977
210733111,49179196,719689403
20737234,933371253,700068130
836671869,353067570,451807458
836303920,474511174,638579545
274353667,833887692,99303334
56463045,165363843,238108104
544937248,294318622,925297253
781485109,210031615,519688021
778412797,468185461,295914874
400602177,645709176,558931445
957371228,568052879,617581078
894031565,35520147,138935770
292667482,682096022,918207286
530572464,77469900,473562683
872643794,791915319,741909430
10470827,250038870,875578518
252779453,208774629,768153478
210593390,274698520,319790567
74598183,709756195,941215961
365954536,584088099,10528792
840748740,14271068,53342683
784802058,908146092,416283237
707958549,224872572,958224572
274327948,519907249,681486668
806885105,601657129,43124360
363701659,875360566,987507800
337899254,80638440,453416780
45335179,881391245,708483900
887409089,728803041,468555205
206005849,337898843,593526053
555104480,351694583,162164724
82051276,815607923,760372190
867165092,732202419,557258634
420528793,156967385,995261351
239527736,565729604,439252002
126465274,48207060,481086545
377710930,646929622,965248840
515955921,615788301,749748132
73702757,32251421,194468744
630812074,412329871,802007497
998812799,940433856,975689905
341049419,481409095,537054013
967066959,133001285,341017590
600884912,892343753,377914431
942735588,32781598,489368779
650142442,746170020,39699424
5304186,469483818,756555302
952150972,401870382,52787449
64147248,875327375,327351935
408287911,831595234,696910026
12912602,584500606,577468744
169776006,94649573,257559067
35496405,838586663,187221095
435245870,452545551,90214352
181709722,875788545,928019298
766277427,347020917,81184489
844609585,935139152,81881797
297498909,852821510,586794618
434199157,294951382,532189877
1856630,464130760,514558247
118878757,711156758,79182543
808055600,811516994,38151223
319539798,787513557,215153832
733128135,971987207,751460857
610858019,589966878,521585953
29358502,112106047,233205294
127140496,498623960,695879577
43176785,571798105,604087799
966645093,344016010,117970746
214699842,695074993,655025055
127073982,813111343,490010345
816991009,726564059,496073203
211916019,192739063,644857077
671092154,423019308,341143236
508908347,31287250,877048408
636967360,136568318,437225035
885676673,435725438,410763090
687702254,190751325,891800401
77249323,707529250,366003632
537695947,460285125,376079143
913715088,19307934,490585061
886571970,191292470,916769400
615793684,965414598,358990570
135050119,498151753,510840258
21892617,901320465,291593038
825545669,965689715,381050449
860835110,295386580,897092890
987910979,221416865,996197400
321296560,494352623,892651151
173962763,596280079,482912865
380311757,122465363,918749592
976190253,91011009,589905126
365459135,255284146,99610695
868126244,432955644,707048458
364500641,726461573,879377969
464297170,86598128,987742694
686349495,455734046,23561171
232541707,625765927,617513895
390165458,957210543,124784784
741292818,340695487,772738392
799197891,420885851,560316404
151206282,870849577,460026953
741364471,48337027,198120175
314586612,12377046,298037795
838087959,556585592,501936976
623889790,868887104,799058835
430389765,233489329,233732480
809752975,226534315,128754399
9014123,259074466,646912443
687982323,884865680,748924886
750351621,114406109,321190268
171827412,860407472,697044793
743835516,422659351,775460780
930814274,188315737,404669423
432968693,822896968,741511738
866902117,463989995,991930635
59225152,666507328,529063607
605088786,662481688,921113774
11112148,512250827,662894278
695949185,7397851,984766302
279614534,139707890,58633380
32085582,962462344,861378507
433291992,597084537,919723809
794378838,503580748,401373836
733805090,398537636,324365633
659902905,288854604,721820457
724576364,140729556,914940661
628345552,557886703,682907962
420411202,969899371,878507838
764767217,133385058,731907853
186713251,871722206,643392477
990051130,147241414,523718826
666768262,907543443,730247264
438197335,920490055,892667224
469800775,187933930,919375410
574587114,286978613,809425203
67752153,569712948,730053824
140036527,419770221,419852988
786329727,854000082,617539815
617605163,443394945,797325177
617090251,507625082,936084858
163414423,570068099,590836989
959044086,963512304,812520993
458027829,494842558,479069799
854713238,936818242,232209487
359572655,609644645,405472152
663197155,667222828,736654491
823342929,412662506,641041461
520047900,11130156,621188796
133704358,40023,386072368
716113048,218350155,151434413
962617062,342182652,797144957
666676508,130824338,891866996
522388275,401928104,91223422
921975174,649254024,71087158
567497,344354215,60178438
42175693,960496247,617186440
154699889,70289816,159521559
519573640,309374279,862827746
892429353,943881937,825830265
596899523,933144072,711351191
258731585,394081220,674400667
45902302,402719628,611478934
997139895,232813295,98381756
457762689,489239950,164825229
345720915,250964008,564936637
656621378,880435570,772133136
439294349,169402410,522018784
374940224,951451037,355864318
666742660,797601671,290447989
562663972,573720371,932292077
990976603,767977687,782359418
46648517,798727890,395102976
