5.21788e+08,5.11253e+08,2.24324e+08,14
8.62725e+08,2.87508e+08,1.72201e+08,1
5.3944e+07,9.95856e+08,5.28114e+07,8
5.32979e+07,6.9516e+08,3.80126e+08,17
1.53339e+08,4.79109e+08,1.69366e+07,8
7.80734e+08,6.44763e+08,2.21349e+08,10
4.43228e+08,5.61037e+07,7.61702e+08,3
2.0666e+08,9.46283e+08,3.0964e+08,19
8.9511e+07,2.82279e+07,7.20424e+07,11
6.49599e+08,7.79e+07,4.32871e+08,7
3.78116e+08,7.17197e+08,9.23655e+08,13
7.21429e+08,8.77946e+08,8.5289e+08,15
9.53812e+08,1.59072e+08,5.8094e+07,1
7.90824e+08,2.38045e+08,1.95307e+08,1
9.86518e+08,1.18685e+08,7.93556e+08,5
6.12541e+08,1.95368e+07,2.24831e+08,7
6.21049e+08,8.69045e+07,5.94191e+08,3
2.4009e+08,7.5874e+08,9.24772e+08,13
3.07838e+08,2.75427e+08,4.02419e+08,6
8.49424e+08,7.3418e+08,7.27932e+08,0
4.111e+08,6.34262e+07,1.4606e+08,11
5.30498e+08,1.16306e+08,7.07835e+08,3
2.96171e+08,2.12293e+08,2.26295e+08,11
9.38853e+08,5.03203e+08,4.05698e+08,10
9.55568e+08,7.70773e+08,1.50837e+08,10
2.86426e+08,9.03886e+08,2.11875e+08,19
6.21778e+08,1.29681e+08,1.62233e+08,7
3.37378e+08,7.31253e+08,9.87864e+07,8
2.09038e+08,6.12256e+08,9.06136e+08,9
5.33442e+08,7.08767e+08,7.76514e+08,13
2.16691e+08,8.66872e+08,5.51364e+08,19
2.06669e+08,7.55766e+07,9.77092e+07,11
1.6526e+08,8.92359e+08,3.58033e+08,19
7.77076e+08,1.99743e+08,4.17315e+08,7
6.32777e+08,9.92974e+08,8.05925e+08,15
2.10614e+08,7.58498e+08,8.74102e+08,13
6.36401e+08,2.74737e+08,4.44559e+08,12
5.79729e+08,7.80101e+08,9.37074e+08,15
1.65952e+08,9.80707e+08,5.87474e+08,19
5.23597e+08,4.49892e+08,8.57699e+08,13
2.8636e+08,9.53254e+08,3.02085e+08,19
6.35901e+08,8.57552e+08,4.36243e+08,10
7.4965e+08,8.59375e+08,7.40994e+08,15
9.07977e+08,8.45534e+08,5.71325e+08,16
5.87912e+08,9.15438e+08,4.8537e+08,10
7.81387e+08,6.05879e+08,2.1496e+08,14
2.68052e+08,4.45498e+08,2.48786e+07,8
1.21043e+08,7.77688e+08,9.00015e+08,9
7.70415e+08,5.22168e+08,2.24081e+08,14
3.68024e+08,7.22189e+08,9.82409e+08,13
7.81072e+08,7.06764e+08,8.87884e+08,15
8.02067e+08,5.92883e+08,9.96961e+08,0
5.47071e+08,2.99858e+08,7.42173e+08,12
7.49797e+08,6.88797e+08,7.52564e+08,15
2.59405e+08,8.90294e+08,5.17131e+08,19
1.25592e+06,4.0265e+08,8.74963e+08,9
2.72562e+08,2.88716e+08,2.19526e+08,11
1.75839e+08,1.13514e+08,4.0906e+08,2
8.38269e+08,1.66121e+07,9.87572e+08,5
8.42356e+08,5.38796e+08,8.60811e+08,5
5.3271e+08,6.45067e+08,7.75985e+08,13
4.91314e+08,4.27462e+08,6.29152e+08,12
8.96073e+07,8.21503e+08,2.36067e+08,17
5.25844e+08,7.51997e+08,8.63817e+08,15
7.80209e+08,7.56607e+08,2.18879e+07,10
4.91543e+08,1.32928e+08,8.50253e+08,3
2.40763e+08,6.00234e+08,4.15725e+08,19
2.70424e+08,8.82582e+08,6.4999e+08,19
1.39161e+08,8.15478e+08,9.65638e+08,9
151659,9.72023e+08,2.90167e+08,17
3.38444e+08,8.59414e+08,9.75928e+08,13
8.66852e+08,6.84964e+08,3.15154e+08,10
7.91231e+08,8.76302e+08,1.26109e+08,10
7.66003e+08,1.28228e+08,2.5406e+08,7
7.49852e+08,1.24702e+07,3.00316e+08,7
7.46098e+08,8.48286e+08,1.43756e+08,10
2.40348e+08,8.19754e+08,7.19564e+08,13
4.60251e+08,7.79654e+08,4.78196e+08,19
3.25619e+08,1.71385e+07,6.09578e+08,3
6.37438e+08,7.59244e+08,3.27689e+08,10
1.56737e+08,5.66193e+08,6.15946e+08,13
1.47241e+08,2.64402e+08,6.82032e+08,4
2.18111e+08,1.15163e+08,8.8696e+08,4
6.67928e+08,1.32232e+08,8.63741e+08,5
6.53502e+08,1.36102e+08,4.93921e+08,7
7.11341e+08,4.4875e+08,1.74186e+08,14
8.18514e+08,7.57424e+08,8.58076e+08,15
7.38889e+08,4.17508e+08,3.27557e+08,14
3.41015e+08,1.52487e+08,2.43201e+08,11
1.16731e+08,8.21499e+07,6.06511e+08,4
3.31519e+08,7.05118e+08,6.17207e+08,13
4.22352e+08,2.87189e+08,3.39472e+08,6
8.3607e+08,4.98969e+07,3.81382e+08,7
9.92722e+08,5.62563e+08,1.57388e+08,14
8.16445e+08,7.14921e+08,7.08073e+08,15
6.22118e+08,9.15084e+08,6.9509e+08,15
1.61272e+08,1.4657e+08,1.63792e+08,11
6.97443e+08,5.88915e+08,6.85212e+07,14
1.80366e+08,1.72347e+08,1.69839e+08,11
8.29524e+08,1.14352e+08,3.33665e+07,1
3.63666e+08,4.29235e+08,6.81229e+08,13
6.1285e+08,9.27205e+08,4.04917e+08,10
3.37997e+08,8.74906e+08,2.57155e+08,19
1.57007e+08,5.47846e+08,1.29287e+07,8
9.58974e+08,8.61334e+08,5.38681e+08,10
6.78082e+08,1.64418e+08,1.62457e+08,7
7.3733e+07,6.1264e+08,8.94103e+08,9
3.45419e+08,2.9628e+08,9.37965e+08,9
2.50911e+08,1.66562e+08,6.01461e+08,3
2.65628e+07,2.54794e+08,1.97005e+08,11
